제품 이름,평점,판매 회사,날짜,제목,내용
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,3,하이마트쇼핑몰,22.01.25.,"가격이 저렴해서 샀어요
게임할","가격이 저렴해서 샀어요
게임할려고 했더니 버벅거림이 좀 있네요
그리고 배송은 예정날짜에 못받았어요
처음엔 이유듣고 이해해서 금요일 늦게나 토요일 오전에 보내준다고 해서 기다렸는데 토요일계속 기다려도 배송준비중이였고 오늘 받았네요"
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,G마켓,22.02.19.,좋아요,"아이들 온라인 수업과 유튜브, 영화 보려고 구매했어요.포장도 꼼꼼하게 잘 되어있고, 제가 기계치라 사용 설명서 사이트 들어 갔는데 당췌 안 나와서 잘아는 신랑 오길 기다렸다가 초기작업했네요.^^:;"
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,11번가,22.02.22.,최고예요,가격대비 괜찮은거 같은데 뽑기가 잘못된건지 터치가 안될때가 있고 유튜브보는데 영상이 뚝뚝끊어지면서 재생이 되길래 승질나서 꺼버렸네요... 잘되다말다해서 그냥 그럭저럭사용합니다
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,롯데ON,22.01.22.,50대가 되니 눈이 침침해져서 휴대폰,"50대가 되니 눈이 침침해져서 휴대폰의 작은화면으로 영상보는게 힘들어서 구입했어요.
롯대ON에서 최저가로 저럄하게 구매했는데
크기도 적당하고 외관이 각져있어 더 세련돼 보입니다."
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,NoteShop,22.03.06.,어머니 동영상 보시라고 사드렸어요. 화질도 이만하면 괜찮고 사용법도 간편하니 좋아하시네요. 빠른배송도 기분 좋네요. 그런데 충전시간이 꽤 오래(낮 12시에 82%~낮 3시 91%),"어머니 동영상 보시라고 사드렸어요.
화질도 이만하면 괜찮고 사용법도 간편하니 좋아하시네요. 빠른배송도 기분 좋네요.
그런데 충전시간이 꽤 오래(낮 12시에 82%~낮 3시 91%)걸리는데 원래 이런가요?"
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,11번가,22.03.06.,최고예요,항상 최신제품은 좋다 라는게 역시 진리네요빠른배송으로 물건 잘받아보았습니다성능도 준수하고 아이들 학교 못가서 대체수업하기에 핸드폰으론 무리가 있어 구매했는데 만족합니다
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,4,삼성공식파트너 엠피나비,22.02.08.,"다음 날 바로 받았네요. 제품 문제 없이 잘 왔구요.저가 보급형이라 화질 많이 기대하지 않았지만, 비슷한 가격대의 해외제품 대비 성능이 떨어지는게 아쉽네요. A/S 생각해서 그냥","다음 날 바로 받았네요. 제품 문제 없이 잘 왔구요.저가 보급형이라 화질 많이 기대하지 않았지만, 비슷한 가격대의 해외제품 대비 성능이 떨어지는게 아쉽네요. A/S 생각해서 그냥 잘 써야죠."
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,삼성공식파트너 다담INC,22.02.17.,"실내자전거 메타버스 용으로 구매했어요~ 솔직후기는 배터리 소모가 좀 빠른 느낌이고, 기대보다는 약간 느리지만 가성비 좋아요. 10점 만점에 8점 정도?","실내자전거 메타버스 용으로 구매했어요~ 솔직후기는 배터리 소모가 좀 빠른 느낌이고, 기대보다는 약간 느리지만 가성비 좋아요. 10점 만점에 8점 정도?"
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,삼성공식파트너 다담INC,22.02.02.,가성비 제품애들 게임 및 유투브 시청용으로 샀어요애들이 하는 게임이 고사양이 필요하지 않아서 딱 그 용도로 좋은 것 같아요 주로 아이패드만 사용했었는데 갤탭도 나름 쓸만하네요,"가성비 제품
애들 게임 및 유투브 시청용으로 샀어요
애들이 하는 게임이 고사양이 필요하지 않아서 딱 그 용도로 좋은 것 같아요 주로 아이패드만 사용했었는데 갤탭도 나름 쓸만하네요"
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,삼성공식파트너 엠피나비,22.02.26.,간단한 사용으로는 참 좋은 것 같아요. 잔고장 없이 아이가 잘 쓰고 있습니다. 여전히 큐알 인식이 잘 안 되긴하는데 그외에는 큰 불편함 없어요,간단한 사용으로는 참 좋은 것 같아요. 잔고장 없이 아이가 잘 쓰고 있습니다. 여전히 큐알 인식이 잘 안 되긴하는데 그외에는 큰 불편함 없어요
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,하이마트쇼핑몰,22.01.23.,기존에 쓰던게 갑자기 망가져서,"기존에 쓰던게 갑자기 망가져서 기왕사는거 제일 최근에 출시된걸로 구매했어요~ 특별히 크게 쓰는건 없고 영상시청이 주라서 a시리즈로 구매했는데 좋네용
사이즈도 딱 좋아요"
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,삼성공식파트너 엠피나비,22.02.05.,아시는분이 주문해달래서 대신주문했는데 기존10.1사용 중인데 확실히 크기차이나 화질에서도 차이가있긴하네요. 이정도금액에 가성비좋은제품입니다. 싸게잘산거같아요.,아시는분이 주문해달래서 대신주문했는데 기존10.1사용 중인데 확실히 크기차이나 화질에서도 차이가있긴하네요. 이정도금액에 가성비좋은제품입니다. 싸게잘산거같아요.
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,삼성공식파트너 엠피나비,22.02.04.,배송 빠르고 너무 좋아요. 근데 포장상태는 별로예요. 뜯어보구 놀랬어요. 완충제도 없고 박스에 박스만 아무것도 없이 있어서 식겁했어요. 내용물 괜찮은가해서요. 다행히 이상 없이 와,배송 빠르고 너무 좋아요. 근데 포장상태는 별로예요. 뜯어보구 놀랬어요. 완충제도 없고 박스에 박스만 아무것도 없이 있어서 식겁했어요. 내용물 괜찮은가해서요. 다행히 이상 없이 와서 한숨 돌렸어요. ^^
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,신세계몰,22.02.06.,기존 삼성탭 배터리 터져서 커버분리되서 혹시 불날끼봐,기존 삼성탭 배터리 터져서 커버분리되서 혹시 불날끼봐 마침 신제품 나와서 바로구매함 참 밧데리 부풀어 배터지는 상품은 어쩔수 없나보다 노트북도 부풀어 자판이 부풀어 올라서 사용을 못하겠던데 참 한걔가.
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,옥션,22.02.21.,생각했던것보다 훨씬 만족하며 쓰고 있어요~ 가성비 좋아...,"생각했던것보다 훨씬 만족하며 쓰고 있어요~
가성비 좋아요~ 영상 너투브, 강의 수강 등에는 불편함 없이 화면도 크고 활용도 높습니다."
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,삼성공식파트너 엠피나비,22.01.29.,주문뒷날 도착하고 아이가 가지고 다니면서 공부든 뭐든 할수있어 아주 좋아합니다.방학이지만 오미크론때문에 나가지도 못하고 심심한데 방콕애용품이 되었어요,"주문뒷날 도착하고 아이가 가지고 다니면서 공부든 뭐든 할수있어 아주 좋아합니다.
방학이지만 오미크론때문에 나가지도 못하고 심심한데 방콕애용품이 되었어요"
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,삼성공식파트너 포디아이,22.01.24.,배송도 빠르고 태블릿이 정말 얇고 너무 좋아요^^ 지금 3.31일까지 행사해서 정품 북커버도 9900원에 구매할수 있어요~추천합니다.,배송도 빠르고 태블릿이 정말 얇고 너무 좋아요^^ 지금 3.31일까지 행사해서 정품 북커버도 9900원에 구매할수 있어요~추천합니다.
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,삼성공식파트너 포디아이,22.03.04.,신랑 생일 생물로 시켰어요~동영상이랑 영화보는걸 워낙 좋아하거든요포장 꼼꼼하고 뜯어보질 않았는데.. 좋을꺼라 믿습니다~^^,"신랑 생일 생물로 시켰어요~
동영상이랑 영화보는걸 워낙 좋아하거든요
포장 꼼꼼하고 뜯어보질 않았는데.. 좋을꺼라 믿습니다~^^"
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,4,NoteShop,22.02.19.,모서리들 쪽에 잔기스가 조금씩 있는거 아쉬울뿐 젤리 케이스 구매해서 끼우니 안보 이기도 하구 ㅎㅎ 가볍게 쓸려고 구매한거라 괜찮은듯 하네요,모서리들 쪽에 잔기스가 조금씩 있는거 아쉬울뿐 젤리 케이스 구매해서 끼우니 안보 이기도 하구 ㅎㅎ 가볍게 쓸려고 구매한거라 괜찮은듯 하네요
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,3,컴퓨존,22.02.22.,"보급형 태블릿 제품이라 외관 마감이나 화질, 성능은 다소 아쉬운 점이 있지만갤럭시탭 브랜드, 삼성의 AS, 갤럭시 스마트폰과 유사한 UX 등을 고려하면 무난합니다.","보급형 태블릿 제품이라 외관 마감이나 화질, 성능은 다소 아쉬운 점이 있지만
갤럭시탭 브랜드, 삼성의 AS, 갤럭시 스마트폰과 유사한 UX 등을 고려하면 무난합니다."
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,4,삼성공식파트너 엠피나비,22.01.30.,어머니 선물로 사드렸는데 만족해 하십니다. 제품과 같이 구매한 패키지는 퀄리티가 좀 떨어지네요. 스크린 보호 필름이 완벽히 붙지 않고 뜸니다,어머니 선물로 사드렸는데 만족해 하십니다. 제품과 같이 구매한 패키지는 퀄리티가 좀 떨어지네요. 스크린 보호 필름이 완벽히 붙지 않고 뜸니다
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,G마켓,22.02.12.,잘 구매한 것 같아요.,이쁘고 좋아요. 베젤이 없으니까 작아보이는데 화면은 커보입니다. 케이스도 신청하기는 했지만 좀 늦는다네요. 잘 쓸께요.
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,4,롯데ON,22.02.12.,As 걱정에 선택하였습니다 어제 주,"As 걱정에 선택하였습니다
어제 주문하고 오늘 받음
속도와 화질이 조금 떨어지는 감,,
레노버나 샤오미로 할것 그랬나보다."
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,컴퓨존,22.02.10.,영상 많이 보시는 어머님 선물로 드렸는데 너무 마음에 들어하시네요. 배송은 약 3일만에 도착했고. 물건 좋은거 같습니다.,영상 많이 보시는 어머님 선물로 드렸는데 너무 마음에 들어하시네요. 배송은 약 3일만에 도착했고. 물건 좋은거 같습니다.
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,G마켓,22.01.25.,탭이 자꾸 화면...이 검게 가끔 그래서 삿어요,예전께 다시켜지긴햇지만 두번이나 ㅡ그리되니....걍 사줫어요.7사줄려다가.라이트는싫다고해서...잘삿네요.감사합니다
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,4,삼성공식파트너 엠피나비,22.01.30.,에어캡 포장안되어 있어서 개봉 시 조금 당황했지만제품은 멀쩡해서 다행입니다. 패키지 구매했는데 저렴하고 좋네요!,"에어캡 포장안되어 있어서 개봉 시 조금 당황했지만
제품은 멀쩡해서 다행입니다. 패키지 구매했는데 저렴하고 좋네요!"
삼성전자 갤럭시탭 A8 SM-X200 WIFI 64GB,5,삼성공식파트너 포디아이,22.03.04.,가성비 최고입니다. 동영상수업이랑 아이 유투브용으로 구매했는데 가격대비 만족도 최고예요. 10.8인치인가? 무튼화면도크고 아주 좋아요,가성비 최고입니다. 동영상수업이랑 아이 유투브용으로 구매했는데 가격대비 만족도 최고예요. 10.8인치인가? 무튼화면도크고 아주 좋아요
삼성전자 갤럭시탭S7 FE (SM-T733N) Wi-Fi 128GB,4,삼성공식파트너 다담INC,21.11.05.,사용한지 2주정도 됐어요. 갤럭시유저라면 연동부분은 편합니다. 미스틱그린..색깔은 한철정도일거같은데 그래도 초록색못잃어서 구매했어용. 어차피 케이스끼워쓰니까..ㅎㅎ 저는 학생이구요,"사용한지 2주정도 됐어요. 갤럭시유저라면 연동부분은 편합니다. 미스틱그린..색깔은 한철정도일거같은데 그래도 초록색못잃어서 구매했어용. 어차피 케이스끼워쓰니까..ㅎㅎ
저는 학생이구요 전공책과 피뎊, 노트필기 위주로 쓸 생각으로 구매했어요. 제 주변에 아이패드쓰는 친구들거와 비교했을때 필기감은 더 나았어요. 하지만 필기경험은 별로에요. 손과 펜을 인식할때 옆 손날이 먼저 닿는 경우에는 화면이 그 부분을 인식해서 필기가 밀릴때가 있습니다. 따로 어플을 통해 손터치자체를 끄는 방식외에는 그냥 적응하는 수밖에 없어요. 사실상 12인치면 필기가 주목적일듯한데 아직까지 이런 기초적 불편함이 있으리라곤 상상못했습니다. 펜 인식높이를 좀 더 개선하면 훨씬 나아질듯한데 말이죠...그림을 그릴때 좀 심합니다. 클립스튜디오앱을 쓸때는 확실히 불편함이 큽니다. 참고하고 구매하시길... 필기는 적응하면 잘 쓸만해요~ 막 후회할정도는 아니에요(그치만 그림그리시는분은 좀 더 신중히 고민하시길)
그외에 것에 딱히 문제점은 느껴지지않습니다. 연동기능이 편해요. 그외에도 여러 제스처등등을 잘 커스텀하면 편하게 쓸 수있습니다. 전반적으로 만족합니다. 가성비로는 짱인듯! 12인치라 크기는 그냥 딱봐도 커요!
20더주고에어살 바에야 갤럭시쓰는 사람들은 걍 이거사는게 좋을거같아요!!"
삼성전자 갤럭시탭S7 FE (SM-T733N) Wi-Fi 128GB,5,롯데ON,22.01.16.,"스트리밍 영상, 독서, 인터넷 검색,","스트리밍 영상, 독서, 인터넷 검색, 필기등 다채롭고 편하게 쓰려고 구매함. 아이패드프로를 메인으로 쓰고있지만, 갤럭시탭이 요즘 핫하기도 하고, 얼마나 발전했는지 궁금해서 오랜만에 주문해봄. 아패프랑은 OS, 개방감과 백업, 필기툴 등등 사용방식 자체가 완전히 달라서 비교하지않음. 내가 눈여겨 본건 같은 형제라인과의 스펙차이임. 어느정도 예상은 하고 있었지만, 플래그쉽인 탭S7과 비교하면 화면시인성부터 주사율 동작성, 펜의 블루투스 에어커맨드 부재, CPU와 램 다운그레이드, 광각카메라와 플래쉬 부재 등등 하드웨어적으로 상당한 부분이 마이너해짐. 중급기라고 하기엔 가격이 엄청 저렴한것도 아닌데.. 아쉬운 부분이 많이 보임. 그나마 위안을 삼자면 색상 잘 뽑혔고, 가볍고 얇으며 화면이 넓찍해서 꽤 쓸만은 함. 가격도 메인보단 몇십은 저렴하고. 결론은 메인보단 서브로, 가벼운 작업부터 어느정도 타협가능한 무게감있는 작업까지 사용하고 싶으신 분들에겐 최적의 패드임. 사실 하이엔드 기기를 사자니 , 중국산 태블릿을 사자니 호환성과 편의성 및 AS가 걸리며, 아이패드를 쓰자니 가격과 OS차이에 고민하는 분들에겐 마땅한 대안이 별로없음. 그런 분들에겐 중급기인 S7FE를 구매하는 것도 나쁘지않은 선택임."
